SentenceID	Sentence	initial_word	start_index	end_index	our_correction	gold_correction	ours_is_correct
383	Je mi lito , že pišu tak pozdě , ale musím pracovat hodně , protože příští mesice budu dělat zkoušku z češtiny .	pišu	16	20		píšu	
383	Je mi lito , že pišu tak pozdě , ale musím pracovat hodně , protože příští mesice budu dělat zkoušku z češtiny .	mesice	75	81		měsíc	
384	Mám se dobře .						
385	Dekuji za tvou mílou nabidku , ale na grilovací party nemužu přijit , protože mám dovolenu .	Dekuji	0	6		Děkuji	
385	Dekuji za tvou mílou nabidku , ale na grilovací party nemužu přijit , protože mám dovolenu .	mílou	15	20		milou	
385	Dekuji za tvou mílou nabidku , ale na grilovací party nemužu přijit , protože mám dovolenu .	nabidku	21	28		nabídku	
385	Dekuji za tvou mílou nabidku , ale na grilovací party nemužu přijit , protože mám dovolenu .	nemužu	54	60		nemůžu	
385	Dekuji za tvou mílou nabidku , ale na grilovací party nemužu přijit , protože mám dovolenu .	přijit	61	67		přijít	
386	Pojedu do Španělska .						
387	Ale v 27.08.06 budu u tebe na svatbě .						
388	A co potřebujete ?						
389	Chcí koupit neco pro vas .	Chcí	0	4		Chci	
389	Chcí koupit neco pro vas .	neco	12	16		něco	
389	Chcí koupit neco pro vas .	vas	21	24		vás	
390	Příští tyden v středu budu mít čas a těším se na setkaní .	tyden	7	12		týden	
390	Příští tyden v středu budu mít čas a těším se na setkaní .	setkaní	49	56		setkání	
391	Chceme se setkat v Drážďanech před Ikeou v 12 hodin .						
392	Tam je jídlo levně a mužeme koupit něco .	mužeme	21	27		můžeme	
393	Chtěl jsem tě zeptat , znáš dobrou českou gramatiku ?						
394	Potřebuji ho za zkoušku .						
395	Když ho koupit , zaplatim knihu .	zaplatim	17	25		zaplatím	
396	Pro dnešek končím , protože je už pozdě večer a jsem unaveny .	unaveny	53	60		unavený	
397	Mej se dobře a dobrou noc .	Mej	0	3		Měj	
398	Lukáš						
399	4 .						
400	srpna 2006 .						
401	srpna 2006 Ahoj Mileno Děkuju ti za tvůj mily dopis .						
402	Mám se dobře , ale musím pracovat hodně .						
403	A ty , jak se máš ?						
404	Doufám , ze te máš dobře .						
405	Bohužel , nepojedu na grilovací party , protože budu na dovolenu .						
406	Pojedu s kameradem do Francie nebo do Belgie .						
407	Ale ve 27 .						
408	srpnu .						
409	srpnu pojedu rád .						
410	Co si přejedou ?						
411	Středu je výborné .						
412	Budu na fakultě ve dve hodiny o zastavka """" Fritz-Foerter-Platz """" ?	zastavka	32	40		zastávce	
413	Znáš ještě restauraci """" Le petit maroc """" v Drášďanech ?						
414	Mám velmi rád tato malou restaurací .						
415	A potom budeme chodit po městě .						
416	Hledám knihu """" Česka gramatiku """" .						
417	Znáš ?						
418	Těším se , když koupis knihu pro me .						
419	Samozřejmy davam tepenízî .	Samozřejmy	0	10		Samozřejmě	
419	Samozřejmy davam tepenízî .	davam	11	16		dám	
420	Mej se heský Tvůj přítel David	heský	7	12		hezky	
421	4 .						
422	srpna 2006 Milá Mileno , Děkuji mnohokrát za Tvůj Email .	Email	50	55		email	
423	Měl se rádost .	rádost	7	13		radost	
424	Je mi líto , ale nemůžu přijít na grilovací party v Liberci .						
425	Pojedu do stát X na dovolené .						
426	O 14 dní později na svatbu já určitě přijít .						
427	Co si přejejí na svatbu ?						
428	Hrád Křivoklat je krasné .	Hrád	0	4		Hrad	
428	Hrád Křivoklat je krasné .	krasné	18	24		krásný	
429	Příští týden budeš v Drážďanech ?						
430	Budu taky v Drážďanech a mužeme jít na kavu .	mužeme	25	31		můžeme	
430	Budu taky v Drážďanech a mužeme jít na kavu .	kavu	39	43		kávu	
431	Mužeme jít do kavárna X , je přes Labe náproti poštu .	Mužeme	0	6		Můžeme	
431	Mužeme jít do kavárna X , je přes Labe náproti poštu .	náproti	39	46		naproti	
432	Chceme zasáhnout tam v 16 hodin ve stredu ?	stredu	35	41		středu	
433	Co řikáš ?	řikáš	3	8		říkáš	
434	Těším se na tebe .						
435	Chtěl jsem se tě ještě zeptat , znaš dobrou českou gramatiku ?						
436	Potřebuju jí na zkoušku .						
437	Možná jí je levnějši v Čechach .	levnějši	12	20		levnější	
437	Možná jí je levnějši v Čechach .	Čechach	23	30		Čechách	
438	Můžeš mě koupit gramatiku ?						
439	Zaplatím jí .						
440	Teď musím do prací .						
441	Těšim se na tebe .	Těšim	0	5		Těším	
442	Pozdravuj Petra a zatím ahoj , David						
443	10 .						
444	srpna 2006 Ahoj Mileno , děkuji Ti mnohokrát za Tvůj email .						
445	Těšila jsem se moc z něho .						
446	Mám se také dobře , měla jsem hodně práce , ale teď jsem na dovolené , na lázně Karlový Vary .						
447	Je tu moc horko až 38 stupňů , ale to je nádherné město .						
448	Chodím na túry a odpočívám .						
449	Večer chodím do hospody nebo do kavárny .						
450	Jinak bych chtěla tě uvidět na grilovací party .						
451	To je škoda , ale mohla bych ( můžu ) přijít dvacet sedmého srpna .						
452	Co si přáte ?						
453	Mileno , můžeme se setkát taky v Drážďanech ve středu osmnáctého srpna .						
454	To by bylo skvelé , protože se zvrátím z Karlových Var v úterý večer .	skvelé	11	17		skvělé	
455	Mohly bychom jít na kávu .						
456	Sraz ( = Místo srazu ) je náměstí X v 19 hodin .						
457	Hodi se Ti to ?	Hodi	0	4		Hodí	
458	Byly tam vloni ... Těším se na Tvoji novinku , to je pekné !	pekné	53	58		pěkné	
459	Popovídáme si o svatbě .						
460	Máš už svatební šaty ?						
461	Chtěla jsem se tě zeptat , jestli znáš nějakou dobrou gramatiku češtiny ?						
462	Hledám ji .						
463	Bylo by moc hezký , jestliže bys mohla ji koupit .						
464	Samozřejmě zaplatím Ti za ji .						
465	Tím koncím .	koncím	4	10		končím	
466	To je už pozdě večer .						
467	Musím ráno brzo vstát .						
468	Zatím ahoj .						
469	Pozdravuj všechny a hlavně svého bratra !						
470	Měj se hezky a těším se na naše setkání .						
471	Eva						
472	Drážďany , 22 .						
473	července 2006 Milá Mileno , děkuji Ti za tvůj e-mail .						
474	Těšila jsem moc z něho .						
475	Jaké správy !	správy	5	11		zprávy	
476	Je mi lito , že tak dlouho jsem nenapisala , ale jsem měla v minulých dnech a týdnech moc práce .	lito	6	10		líto	
476	Je mi lito , že tak dlouho jsem nenapisala , ale jsem měla v minulých dnech a týdnech moc práce .	nenapisala	32	42		nenapsala	
477	Bohužel nemůzu přijít k grilovací party , protože mám dovolenou .	nemůzu	8	14		nemůžu	
478	A k svatbe ráda prijdu .	svatbe	4	10		svatbu	
478	A k svatbe ráda prijdu .	prijdu	16	22		přijdu	
479	Chci darovat Vam něco k svatbe .	Vam	13	16		Vám	
479	Chci darovat Vam něco k svatbe .	svatbe	24	30		svatbě	
480	Co si přejete ?						
481	Ve středu mám čás a těším se na setkani s tebou .	čás	14	17		čas	
481	Ve středu mám čás a těším se na setkani s tebou .	setkani	32	39		setkání	
482	Po srazu s profesorem můžeme setkat se u hlavního nadrazi v 20 hodin .	nadrazi	50	57		nádraží	
483	Potom můžeme jít do hezké kavárny .						
484	Mám ještě prosbu : Hledám dobrou gramatiku českého jazyka .						
485	Znáš dobrou gramatiku a asi můeš koupit ji pro mně ?						
486	Samozřejmy budu platit gramatiku .						
487	Takím končím .	Takím	0	5		Tím	
488	Už je pozdě a ráno musím brzo vstát .						
489	Mej se dobře a pozdravuj Petra .	Mej	0	3		Měj	
490	Zatím ahoj .						
491	Tvoje Eva						
492	19 .						
493	července 2006 Ahoj Mileno Mám se dobře a také jsem dlouho nepsal .						
494	Ale c tim se nikdo nic dělat .	tim	6	9		tím	
495	Ano , mám teď hodně práce , mam zkoušky na univerzitě .						
496	Bohužel nemám čas pro vaše grilovací party v Liberci , protože mám dovolenu a budu k moři .						
497	Ale o 14 dní později , 27.8 .						
498	, mám čas a těšim se na svatbu .	těšim	12	17		těším	
499	Setkame se v Liberci na nádraži v deset hodin a třicet minut ?	Setkame	0	7		Setkáme	
499	Setkame se v Liberci na nádraži v deset hodin a třicet minut ?	nádraži	24	31		nádraží	
500	Potom totiž přijede vlak v Liberci .						
501	A ve středu příští týden také mám caš .	caš	34	37		čas	
502	Setkame se v šest hodin v kavárnu """" kavárna X """" na nádraži ?	Setkame	0	7		Setkáme	
502	Setkame se v šest hodin v kavárnu """" kavárna X """" na nádraži ?	nádraži	51	58		nádraží	
503	Tam bychom mohly jít na kávu a popovídát si o svatbě .	popovídát	31	40		popovídat	
504	A mám ještě jednou otázku .						
505	Hledam dobrou českou gramatiku .	Hledam	0	6		Hledám	
506	Znáš jednou ?						
507	Když ano - prosím koupj ji .						
508	Přirozeně zaplatim .	zaplatim	10	18		zaplatím	
509	Měj se dobře !						
510	Vidime brzo .	Vidime	0	6		Uvidíme se	
511	Zatim ahoj .	Zatim	0	5		Zatím	
512	Martin						
513	Ahoj Mileno !						
514	Dekuji za tvoj email .	Dekuji	0	6		Děkuji	
514	Dekuji za tvoj email .	tvoj	10	14		Tvůj	
514	Dekuji za tvoj email .	email	15	20		e-mail	
515	Těší se mi .						
516	Mám dobře a nemam čas .	nemam	12	17		nemám	
517	V srpne budu na moře o dovolene .	dovolene	23	31		dovolené	
518	Protože nemam čas 13 .	nemam	8	13		nemám	
519	srpna .						
520	srpna a nepůjedu na grilovací party .						
521	A potom na 27.8 .						
522	.						
523	8 .						
524	půjedu o svatbě .						
525	Co si přejete ?						
526	Mám čas ve stredu .	stredu	11	17		středu	
527	Sedjeme se ve stredu na kavu v menze v kavane .	Sedjeme	0	7		Sejdeme	
527	Sedjeme se ve stredu na kavu v menze v kavane .	stredu	14	20		středu	
527	Sedjeme se ve stredu na kavu v menze v kavane .	kavu	24	28		kávu	
527	Sedjeme se ve stredu na kavu v menze v kavane .	kavane	39	45		kavárně	
528	Teši se mi .	Teši	0	4		Těší	
529	Mám čas na v 13.00 hodin .						
530	Maš čas ?	Maš	0	3		Máš	
531	Nema pišeš .	pišeš	5	10		píšeš	
532	Hledám dobrou gramaticu ceskeho jasyku .	gramaticu	14	23		gramatiku	
532	Hledám dobrou gramaticu ceskeho jasyku .	ceskeho	24	31		českého	
532	Hledám dobrou gramaticu ceskeho jasyku .	jasyku	32	38		jazyka	
533	Znaš jednou a mužeš koupit ?	Znaš	0	4		Znáš	
533	Znaš jednou a mužeš koupit ?	mužeš	14	19		můžeš	
534	Platim se kdyš sedjeme .	Platim	0	6		Platím	
534	Platim se kdyš sedjeme .	kdyš	10	14		když	
535	Jak se mate ?	mate	7	11		máte	
536	Maš dobře ?	Maš	0	3		Máš	
537	Tesi se mi na tebe .	Tesi	0	4		Těší	
538	Na konci vsechno dobře .	vsechno	9	16		všechno	
539	Zatim Ahoj Blažena	Zatim	0	5		Zatím	
540	V Drážďanech , devatenáctého cervence 2006 Ahoj milá Mileno !						
541	Jak se máš ?						
542	Dekuji Ti mockrát za Tvůj dopis ( e-mail ) .	Dekuji	0	6		Děkuji	
543	Pišu Ti teprve dnes , protože jsem neměl čas Ti psát .	Pišu	0	4		Píšu	
544	Byl jsem nemocný .						
545	Měl jsem chripku !	chripku	9	16		chřipku	
546	Bohužel nemůžu přijít na grilovací party do Liberce .						
547	Nebudu mít čas , protože budu na dovolenu ... Ale na svatbu přijdu !						
548	Už se těším !						
549	Co ještě byste mohli potřebovat ?						
550	Idea jít na kávu příští týden je dobrá .						
551	Budu mít čas příští středu .						
552	Setkáme se v pět hodin na Náměstí Míru před kavárnou ?						
553	Hledám dobrou gramatiku českého jaziku .	jaziku	32	38		jazyka	
554	Znáš jednu ?						
555	Prosím , koupej mi tu gramatiku .						
556	Tak , přejí Ti všechno nejlepší !						
557	Měj se dobře , Tvůj Tomáš 1 Zaplatím jí samozřejmý !						
558	13 .						
559	cervence 2006 Ahoj Mileno !	cervence	0	8		července	
560	Děkuji Ti mockrat za tvůj email .	mockrat	10	17		mockrát	
560	Děkuji Ti mockrat za tvůj email .	tvůj	21	25		Tvůj	
560	Děkuji Ti mockrat za tvůj email .	email	26	31		e-mail	
561	Pisu Ti teprve dnes , protože mám hodně práce .	Pisu	0	4		Píšu	
562	Mam stástný , protože jsem - unreadable-koncil studium v květnu .	Mam	0	3		Mám	
562	Mam stástný , protože jsem - unreadable-koncil studium v květnu .	stástný	4	11		šťastný	
563	Hledám praci Pisu moc žádostí .	praci	7	12		práci	
563	Hledám praci Pisu moc žádostí .	Pisu	13	17		Píšu	
564	Je mi líto , ale nepřij-unreadable - na grilovací party , protože mám dovolenu .						
565	Přij-unreadable - do Rakouska a - unreadable-vštivim moji rodinu .						
566	Ale jsem tady 27 .						
567	srpna .						
568	Co přeješ ?						
569	Co budeš dělat přístí středu ?						
570	Mam čas a tesim se na setkaní .						
571	Jsi na fakulta v - unreadable - ?						
572	Budeme jet do menzy v 12 hodin na kavu ?						
573	Jedna otázka .						
574	Hledam dobrou gramatiku pro Cestinu ?						
575	Nas knihu ?	Nas	0	3		Máš	
576	Koupíš gramatiku ?						
577	Zaplatím pro ji .						
578	T-unreadable - koncim , je už pozdy .						
579	Musim pracovat .	Musim	0	5		Musím	
580	Tesim se na náse setkání .						
581	Zatím ahoj !						
582	Richard						
583	19 .						
584	července 2006 Ahoj Mileno !						
585	Děkuji Ti mockrát za Tvůj email .	email	26	31		e-mail	
586	Už jsem Ti dlouho nepsala , protože jsem byla nemocna , a par dní jsem ležela .	nemocna	46	53		nemocná	
586	Už jsem Ti dlouho nepsala , protože jsem byla nemocna , a par dní jsem ležela .	par	58	61		pár	
587	Byla jsem u doktora po tabletky , a už jsem zdrava .	zdrava	44	50		zdravá	
588	Srdečne Ti dekuju za Tve pozvání na grilovací party .	Srdečne	0	7		Srdečně	
588	Srdečne Ti dekuju za Tve pozvání na grilovací party .	dekuju	11	17		děkuju	
588	Srdečne Ti dekuju za Tve pozvání na grilovací party .	Tve	21	24		Tvé	
589	bohužel budu mět dovolená v praci i nemůžu přijet .	praci	28	33		práci	
590	Ale 27 .						
591	8 se uvídíme !						
592	Češim se na vašou svatbu !	Češim	0	5		Těším	
593	Co chtite dostat na tou slavnost ?						
594	Pokud potřebuješ s nečim pomoct , ozvi se .	nečim	19	24		něčím	
595	Ano , budu přišti týden v Dražďanech , a rada se s Tebou setkam .	přišti	11	17		příští	
595	Ano , budu přišti týden v Dražďanech , a rada se s Tebou setkam .	Dražďanech	26	36		Drážďanech	
595	Ano , budu přišti týden v Dražďanech , a rada se s Tebou setkam .	rada	41	45		ráda	
595	Ano , budu přišti týden v Dražďanech , a rada se s Tebou setkam .	setkam	57	63		setkám	
596	Mam čas v sredu v 16 hodin .	Mam	0	3		Mám	
596	Mam čas v sredu v 16 hodin .	sredu	10	15		středu	
597	Budu na Tebe čekat v restauraci """" Mango """" u supermarketu .						
598	Odpovída Ti to ?	Odpovída	0	8		Odpovídá	
599	Odpověz brzy , gdyž budu tam rezervovat stůl pro 2 osoby na 2 hodiny .	gdyž	15	19		když	
600	Dobře ?						
601	Ještě jsem se chtěla zeptat , znaš nejakou dobrou českou gramatiku ?	znaš	30	34		znáš	
601	Ještě jsem se chtěla zeptat , znaš nejakou dobrou českou gramatiku ?	nejakou	35	42		nějakou	
602	Mužeš mi ji koupit ?	Mužeš	0	5		Můžeš	
603	Ja Ti jí samozřejmě zaplatím !	Ja	0	2		Já	
604	Pro dnešek koncim .	koncim	11	17		končím	
605	Pozdravuj všechny a hlavně Petra !						
606	Ahoj !						
607	Tvoja Markéta						
608	19 .						
609	července 2006 Milá Mileno , děkuji ti mnohokrat za tvoje Email .						
610	Je mi líto , že nemůzu přijít na grilovací party u vás .						
611	Budu byt na dovolenu .						
612	Pojedu vlakem na Slovensku a chci chodit na hory .						
613	Ale v 27 .						
614	srpna budu rádi přijt u vás .	přijt	16	21		přijít	
615	Příští týden budu mít čas a těším se na setkání .						
616	Čekali bychom v ponděli v Drážďanech na hlavní nádraží .						
617	Kromě toho , hledám na dobrou gramatiku češtinou .						
618	Znám jedna a můžeš koupit gramatiku češtinou pro měho ?						
619	Samozřejmý budu dát peníze za gramatiku .						
620	Ahoj a měj se hezky Andrea						
621	22 .						
622	července 2005 Ahoj Mileno a Petře , dekuju Vám za Váš email .	dekuju	36	42		děkuju	
622	července 2005 Ahoj Mileno a Petře , dekuju Vám za Váš email .	email	54	59		e-mail	
623	Mám se výborně .						
624	Proč nepsala jsem dlouho ?						
625	Měla jsem žkoušky ... .	žkoušky	10	17		zkoušky	
626	Ale teď nemám hodně práce .						
627	Těší mě že máte dobře .						
628	A doufám že Petr bude rád pracovat v Rakousku .						
629	Dekuju mockrát za Vaše pozvání na grilové party ale , bohužel , nemám čas protože budu na dovolené .	Dekuju	0	6		Děkuju	
630	Samožrejme můžeme setkát v dvacetsedmého srpnu 2005 .	Samožrejme	0	10		Samozřejmě	
630	Samožrejme můžeme setkát v dvacetsedmého srpnu 2005 .	setkát	18	24		setkat	
631	Co se přejete ?						
632	Ano , příští týden budu tady v Drážďanech .						
633	Samožrejmě těším se na Tvou návštěvu .	Samožrejmě	0	10		Samozřejmě	
634	Můžeme setkat v příští středu .						
