Languagetool gets right: 13772
Out of: 38698
Accuracy: 0.356

LT correct + ours correct: 8131
LT correct + ours incorrect: 5641
LT incorrect + ours correct: 7051
LT incorrect + ours incorrect: 17875

############ Correct by Languagetool, correct by us ##########
orig: wolte 	 correct: wollte ours: wollte
orig: Kamen 	 correct: kamen ours: kamen
orig: ferloen 	 correct: verloren ours: verloren
orig: bies 	 correct: bis ours: bis
orig: Tellefon 	 correct: Telefon ours: Telefon
orig: gefunten 	 correct: gefunden ours: gefunden
orig: bies 	 correct: bis ours: bis
orig: Fenste 	 correct: Fenster ours: Fenster
orig: Gescheng 	 correct: Geschenk ours: Geschenk
orig: irem 	 correct: ihrem ours: ihrem
orig: jemamd 	 correct: jemand ours: jemand
orig: Stat 	 correct: Stadt ours: Stadt
orig: hengt 	 correct: hängt ours: hängt
orig: dan 	 correct: dann ours: dann
orig: bekomen 	 correct: bekommen ours: bekommen
orig: der 	 correct: Der ours: Der
orig: wail 	 correct: weil ours: weil
orig: vermist 	 correct: vermisst ours: vermisst
orig: anruf 	 correct: Anruf ours: Anruf
orig: traurich 	 correct: traurig ours: traurig
orig: Auf 	 correct: auf ours: auf
orig: dengt 	 correct: denkt ours: denkt
orig: güte 	 correct: Güte ours: Güte
orig: soford 	 correct: sofort ours: sofort
orig: essen 	 correct: Essen ours: Essen
orig: had 	 correct: hat ours: hat
orig: gink 	 correct: ging ours: ging
orig: zimlich 	 correct: ziemlich ours: ziemlich
orig: redem 	 correct: jedem ours: jedem
orig: endlaufen 	 correct: entlaufen ours: entlaufen
orig: sie 	 correct: Sie ours: Sie
orig: bescheid 	 correct: Bescheid ours: Bescheid
orig: traurik 	 correct: traurig ours: traurig
orig: forsich-tik 	 correct: vorsichtig ours: vorsichtig
orig: kleich 	 correct: gleich ours: gleich
orig: par 	 correct: paar ours: paar
orig: essen 	 correct: Essen ours: Essen
orig: Traurig 	 correct: traurig ours: traurig
orig: ferlorene 	 correct: verlorene ours: verlorene
orig: tages 	 correct: Tages ours: Tages
orig: papier 	 correct: Papier ours: Papier
orig: zurüggekomen 	 correct: zurückgekommen ours: zurückgekommen
orig: zeichen 	 correct: Zeichen ours: Zeichen
orig: poster 	 correct: Poster ours: Poster
orig: weind 	 correct: weint ours: weint
orig: Antort 	 correct: Antwort ours: Antwort
orig: ferschwunden 	 correct: verschwunden ours: verschwunden
orig: biei 	 correct: bei ours: bei
orig: genomen 	 correct: genommen ours: genommen
orig: fenster 	 correct: Fenster ours: Fenster
orig: fenster 	 correct: Fenster ours: Fenster
orig: schnel 	 correct: schnell ours: schnell
orig: tür 	 correct: Tür ours: Tür
orig: su 	 correct: zu ours: zu
orig: finger 	 correct: Finger ours: Finger
orig: geleufen 	 correct: gelaufen ours: gelaufen
orig: dan 	 correct: dann ours: dann
orig: for 	 correct: vor ours: vor
orig: An 	 correct: an ours: an
orig: hengt 	 correct: hängt ours: hängt
orig: bild 	 correct: Bild ours: Bild
orig: traurich 	 correct: traurig ours: traurig
orig: frakt 	 correct: fragt ours: fragt
orig: sakt 	 correct: sagt ours: sagt
orig: überaschung 	 correct: Überraschung ours: Überraschung
orig: hengt 	 correct: hängt ours: hängt
orig: anruf 	 correct: Anruf ours: Anruf
orig: fenster 	 correct: Fenster ours: Fenster
orig: dan 	 correct: dann ours: dann
orig: geschengt 	 correct: geschenkt ours: geschenkt
orig: get 	 correct: geht ours: geht
orig: Telefo 	 correct: Telefon ours: Telefon
orig: weind 	 correct: weint ours: weint
orig: gefunen 	 correct: gefunden ours: gefunden
orig: fermist 	 correct: vermisst ours: vermisst
orig: ferschwunden 	 correct: verschwunden ours: verschwunden
orig: ferloren 	 correct: verloren ours: verloren
orig: jemant 	 correct: jemand ours: jemand
orig: hengt 	 correct: hängt ours: hängt
orig: weind 	 correct: weint ours: weint
orig: telefon 	 correct: Telefon ours: Telefon
orig: telefon 	 correct: Telefon ours: Telefon
orig: fenster 	 correct: Fenster ours: Fenster
orig: hund 	 correct: Hund ours: Hund
orig: anruf 	 correct: Anruf ours: Anruf
orig: lechelte 	 correct: lächelte ours: lächelte
orig: wider 	 correct: wieder ours: wieder
orig: worher 	 correct: vorher ours: vorher
orig: Bbätter 	 correct: Blätter ours: Blätter
orig: for 	 correct: vor ours: vor
orig: geschenk 	 correct: Geschenk ours: Geschenk
orig: frags 	 correct: fragt ours: fragt
orig: lars 	 correct: Lars ours: Lars
orig: fenster 	 correct: Fenster ours: Fenster
orig: wekgerant 	 correct: weggerannt ours: weggerannt
orig: aleine 	 correct: alleine ours: alleine
orig: traurik 	 correct: traurig ours: traurig
orig: fermist 	 correct: vermisst ours: vermisst
orig: beser 	 correct: besser ours: besser
orig: kefunden 	 correct: gefunden ours: gefunden
orig: anruf 	 correct: Anruf ours: Anruf
orig: anruf 	 correct: Anruf ours: Anruf
orig: der 	 correct: Der ours: Der
orig: for 	 correct: vor ours: vor
orig: tür 	 correct: Tür ours: Tür
orig: plakate 	 correct: Plakate ours: Plakate
orig: telefon 	 correct: Telefon ours: Telefon
orig: fro 	 correct: froh ours: froh
orig: fro 	 correct: froh ours: froh
orig: lars 	 correct: Lars ours: Lars
orig: fro 	 correct: froh ours: froh
orig: abens 	 correct: abends ours: abends
orig: suhcht 	 correct: sucht ours: sucht
orig: suhcht 	 correct: sucht ours: sucht
orig: anruf 	 correct: Anruf ours: Anruf
orig: gefönden 	 correct: gefunden ours: gefunden
orig: wider 	 correct: wieder ours: wieder
orig: frölich 	 correct: fröhlich ours: fröhlich
orig: Stad 	 correct: Stadt ours: Stadt
orig: halo 	 correct: hallo ours: hallo
orig: schonn 	 correct: schon ours: schon
orig: Mituden 	 correct: Minuten ours: Minuten
orig: klingeld 	 correct: klingelt ours: klingelt
orig: amf 	 correct: auf ours: auf
orig: Traurig 	 correct: traurig ours: traurig
orig: weind 	 correct: weint ours: weint
orig: freude 	 correct: Freude ours: Freude
orig: name 	 correct: Name ours: Name
orig: nartürlisch 	 correct: natürlich ours: natürlich
orig: gleisch 	 correct: gleich ours: gleich
orig: komen 	 correct: kommen ours: kommen
orig: gehörd 	 correct: gehört ours: gehört
orig: ferschwunden 	 correct: verschwunden ours: verschwunden
orig: traurg 	 correct: traurig ours: traurig
orig: wemand 	 correct: jemand ours: jemand
orig: Sagt 	 correct: sagt ours: sagt
orig: fur 	 correct: für ours: für
orig: der 	 correct: Der ours: Der
orig: Auf 	 correct: auf ours: auf
orig: falen 	 correct: fallen ours: fallen
orig: klngelt 	 correct: klingelt ours: klingelt
orig: fro 	 correct: froh ours: froh
orig: auh 	 correct: auch ours: auch
orig: fro 	 correct: froh ours: froh
orig: ferschwunden 	 correct: verschwunden ours: verschwunden
orig: anruf 	 correct: Anruf ours: Anruf
orig: auserdem 	 correct: außerdem ours: außerdem
orig: minuten 	 correct: Minuten ours: Minuten
orig: weind 	 correct: weint ours: weint
orig: anruf 	 correct: Anruf ours: Anruf
orig: hund 	 correct: Hund ours: Hund
orig: weind 	 correct: weint ours: weint
orig: Fnster 	 correct: Fenster ours: Fenster
orig: hund 	 correct: Hund ours: Hund
orig: fermist 	 correct: vermisst ours: vermisst
orig: ersaunt 	 correct: erstaunt ours: erstaunt
orig: Gluk 	 correct: Glück ours: Glück
orig: Von 	 correct: von ours: von
orig: Aufgehängt 	 correct: aufgehängt ours: aufgehängt
orig: traurich 	 correct: traurig ours: traurig
orig: plakate 	 correct: Plakate ours: Plakate
orig: Auf 	 correct: auf ours: auf
orig: Auf 	 correct: auf ours: auf
orig: stift 	 correct: Stift ours: Stift
orig: glüklich 	 correct: glücklich ours: glücklich
orig: glüklich 	 correct: glücklich ours: glücklich
orig: hand 	 correct: Hand ours: Hand
orig: seigt 	 correct: zeigt ours: zeigt
orig: yemant 	 correct: jemand ours: jemand
orig: zeit 	 correct: Zeit ours: Zeit
orig: freude 	 correct: Freude ours: Freude
orig: Aufgeregt 	 correct: aufgeregt ours: aufgeregt
orig: Jemand 	 correct: jemand ours: jemand
orig: Sagte 	 correct: sagte ours: sagte
orig: geschriben 	 correct: geschrieben ours: geschrieben
orig: jemant 	 correct: jemand ours: jemand
orig: Freunt 	 correct: Freund ours: Freund
orig: tür 	 correct: Tür ours: Tür
orig: ferschwunden 	 correct: verschwunden ours: verschwunden
orig: Strasen 	 correct: Straßen ours: Straßen
orig: ferschwunden 	 correct: verschwunden ours: verschwunden
orig: Fota 	 correct: Foto ours: Foto
orig: aufgehangt 	 correct: aufgehängt ours: aufgehängt
orig: hir 	 correct: hier ours: hier
orig: jemant 	 correct: jemand ours: jemand
orig: ferschwunden 	 correct: verschwunden ours: verschwunden
orig: weis 	 correct: weiß ours: weiß
orig: überaschung 	 correct: Überraschung ours: Überraschung
orig: forbei 	 correct: vorbei ours: vorbei
orig: überaschung 	 correct: Überraschung ours: Überraschung
orig: bischen 	 correct: bisschen ours: bisschen
orig: tatzechlich 	 correct: tatsächlich ours: tatsächlich
orig: kingelt 	 correct: klingelt ours: klingelt
orig: tages 	 correct: Tages ours: Tages
orig: anruf 	 correct: Anruf ours: Anruf
orig: Tühr 	 correct: Tür ours: Tür
orig: Tühr 	 correct: Tür ours: Tür
orig: ht 	 correct: hat ours: hat
orig: ht 	 correct: hat ours: hat
orig: Telefun 	 correct: Telefon ours: Telefon
orig: ht 	 correct: hat ours: hat
orig: sain 	 correct: sein ours: sein
orig: ankerufen 	 correct: angerufen ours: angerufen
orig: ht 	 correct: hat ours: hat
orig: kefunden 	 correct: gefunden ours: gefunden
orig: ht 	 correct: hat ours: hat
orig: hund 	 correct: Hund ours: Hund
orig: wekgelaufen 	 correct: weggelaufen ours: weggelaufen
orig: anruf 	 correct: Anruf ours: Anruf
orig: hund 	 correct: Hund ours: Hund
orig: komen 	 correct: kommen ours: kommen
orig: telefornert 	 correct: telefoniert ours: telefoniert
orig: Keiner 	 correct: keiner ours: keiner
orig: dan 	 correct: dann ours: dann
orig: Der 	 correct: der ours: der
orig: Die 	 correct: die ours: die
orig: ferloren 	 correct: verloren ours: verloren
orig: hengt 	 correct: hängt ours: hängt
orig: Mätchen 	 correct: Mädchen ours: Mädchen
orig: hies 	 correct: hieß ours: hieß
orig: Traurig 	 correct: traurig ours: traurig
orig: plakate 	 correct: Plakate ours: Plakate
orig: noh 	 correct: noch ours: noch
orig: Traurig 	 correct: traurig ours: traurig
orig: sih 	 correct: sich ours: sich
orig: komen 	 correct: kommen ours: kommen
orig: sih 	 correct: sich ours: sich
orig: schnel 	 correct: schnell ours: schnell
orig: tür 	 correct: Tür ours: Tür
orig: noh 	 correct: noch ours: noch
orig: traurich 	 correct: traurig ours: traurig
orig: weind 	 correct: weint ours: weint
orig: anruf 	 correct: Anruf ours: Anruf
orig: telefon 	 correct: Telefon ours: Telefon
orig: gesehn 	 correct: gesehen ours: gesehen
orig: dier 	 correct: dir ours: dir
orig: dier 	 correct: dir ours: dir
orig: lars 	 correct: Lars ours: Lars
orig: for 	 correct: vor ours: vor
orig: Plackaten 	 correct: Plakaten ours: Plakaten
orig: sakt 	 correct: sagt ours: sagt
orig: vermist 	 correct: vermisst ours: vermisst
orig: warted 	 correct: wartet ours: wartet
orig: freund 	 correct: Freund ours: Freund
orig: istn 	 correct: ist ours: ist
orig: türe 	 correct: Türe ours: Türe
orig: valoren 	 correct: verloren ours: verloren
orig: Tele-fon 	 correct: Telefon ours: Telefon
orig: anrut 	 correct: anruft ours: anruft
orig: plakate 	 correct: Plakate ours: Plakate
orig: minuten 	 correct: Minuten ours: Minuten
orig: hengt 	 correct: hängt ours: hängt
orig: Freut 	 correct: freut ours: freut
orig: Freut 	 correct: freut ours: freut
orig: Gechichte 	 correct: Geschichte ours: Geschichte
orig: suht 	 correct: sucht ours: sucht
orig: hund 	 correct: Hund ours: Hund
orig: plakate 	 correct: Plakate ours: Plakate
orig: anruf 	 correct: Anruf ours: Anruf
orig: freund 	 correct: Freund ours: Freund
orig: denn 	 correct: den ours: den
orig: hund 	 correct: Hund ours: Hund
orig: vermist 	 correct: vermisst ours: vermisst
orig: Want 	 correct: Wand ours: Wand
orig: freude 	 correct: Freude ours: Freude
orig: ferloren 	 correct: verloren ours: verloren
orig: sakt 	 correct: sagt ours: sagt
orig: dan 	 correct: dann ours: dann
orig: falen 	 correct: fallen ours: fallen
orig: glüklich 	 correct: glücklich ours: glücklich
orig: anruf 	 correct: Anruf ours: Anruf
orig: anru-f 	 correct: Anruf ours: Anruf
orig: imm-er 	 correct: immer ours: immer
orig: denn 	 correct: den ours: den
orig: sakte 	 correct: sagte ours: sagte
orig: wür 	 correct: für ours: für
orig: wür 	 correct: für ours: für
orig: feteilt 	 correct: verteilt ours: verteilt
orig: telefon 	 correct: Telefon ours: Telefon
orig: Weint 	 correct: weint ours: weint
orig: freude 	 correct: Freude ours: Freude
orig: sechr 	 correct: sehr ours: sehr
orig: one 	 correct: ohne ours: ohne
orig: stehd 	 correct: steht ours: steht
orig: plözlich 	 correct: plötzlich ours: plötzlich
orig: klingeld 	 correct: klingelt ours: klingelt
orig: gevunden 	 correct: gefunden ours: gefunden
orig: lars 	 correct: Lars ours: Lars
orig: ferloren 	 correct: verloren ours: verloren
orig: bilder 	 correct: Bilder ours: Bilder
orig: baei 	 correct: bei ours: bei
orig: lars 	 correct: Lars ours: Lars
orig: for 	 correct: vor ours: vor
orig: fenster 	 correct: Fenster ours: Fenster
orig: gestelt 	 correct: gestellt ours: gestellt
orig: lars 	 correct: Lars ours: Lars
orig: wek 	 correct: weg ours: weg
orig: anruf 	 correct: Anruf ours: Anruf
orig: füller 	 correct: Füller ours: Füller
orig: hand 	 correct: Hand ours: Hand
orig: anruf 	 correct: Anruf ours: Anruf
orig: ge-kommen 	 correct: gekommen ours: gekommen
orig: füller 	 correct: Füller ours: Füller
orig: gekom-men 	 correct: gekommen ours: gekommen
orig: arbeit 	 correct: Arbeit ours: Arbeit
orig: Jemant 	 correct: Jemand ours: Jemand
orig: fenster 	 correct: Fenster ours: Fenster
orig: der 	 correct: Der ours: Der
orig: sakte 	 correct: sagte ours: sagte
orig: dish 	 correct: dich ours: dich
orig: verschtanden 	 correct: verstanden ours: verstanden
orig: vermist 	 correct: vermisst ours: vermisst
orig: gesturmt 	 correct: gestürmt ours: gestürmt
orig: gestelt 	 correct: gestellt ours: gestellt
orig: plakate 	 correct: Plakate ours: Plakate
orig: anruf 	 correct: Anruf ours: Anruf
orig: sakte 	 correct: sagte ours: sagte
orig: ferloren 	 correct: verloren ours: verloren
orig: PlaKat 	 correct: Plakat ours: Plakat
orig: fenster 	 correct: Fenster ours: Fenster
orig: schnel 	 correct: schnell ours: schnell
orig: Für 	 correct: für ours: für
orig: hund 	 correct: Hund ours: Hund
orig: Hängt 	 correct: hängt ours: hängt
orig: im 	 correct: ihm ours: ihm
orig: hund 	 correct: Hund ours: Hund
orig: wek 	 correct: weg ours: weg
orig: unt 	 correct: und ours: und
orig: lutscher 	 correct: Lutscher ours: Lutscher
orig: yemant 	 correct: jemand ours: jemand
orig: Telefoniert 	 correct: telefoniert ours: telefoniert
orig: yemant 	 correct: jemand ours: jemand
orig: komen 	 correct: kommen ours: kommen
orig: traurich 	 correct: traurig ours: traurig
orig: lars 	 correct: Lars ours: Lars
orig: Was 	 correct: was ours: was
orig: genomen 	 correct: genommen ours: genommen
orig: genomen 	 correct: genommen ours: genommen
orig: genomen 	 correct: genommen ours: genommen
orig: gege-ben 	 correct: gegeben ours: gegeben
orig: bekomen 	 correct: bekommen ours: bekommen
orig: un 	 correct: und ours: und
orig: geha-ngen 	 correct: gehangen ours: gehangen
orig: zeit 	 correct: Zeit ours: Zeit
orig: freude 	 correct: Freude ours: Freude
orig: ferschwunden 	 correct: verschwunden ours: verschwunden
orig: for 	 correct: vor ours: vor
orig: aphaun 	 correct: abhauen ours: abhauen
orig: weiel 	 correct: weil ours: weil
orig: weiel 	 correct: weil ours: weil
orig: geschichte 	 correct: Geschichte ours: Geschichte
orig: Und 	 correct: und ours: und
orig: anruf 	 correct: Anruf ours: Anruf
orig: Schon 	 correct: schon ours: schon
orig: fro 	 correct: froh ours: froh
orig: So 	 correct: so ours: so
orig: wek 	 correct: weg ours: weg
orig: anruf 	 correct: Anruf ours: Anruf
orig: fro 	 correct: froh ours: froh
orig: vun 	 correct: von ours: von
orig: wek 	 correct: weg ours: weg
orig: Bilt 	 correct: Bild ours: Bild
orig: jemant 	 correct: jemand ours: jemand
orig: jemant 	 correct: jemand ours: jemand
orig: glüklich 	 correct: glücklich ours: glücklich
orig: dan 	 correct: dann ours: dann
orig: zürück 	 correct: zurück ours: zurück
orig: kligelt 	 correct: klingelt ours: klingelt
orig: Bis 	 correct: bis ours: bis
orig: anruf 	 correct: Anruf ours: Anruf
orig: chon 	 correct: schon ours: schon
orig: hap 	 correct: hab ours: hab
orig: ferloren 	 correct: verloren ours: verloren
orig: anruf 	 correct: Anruf ours: Anruf
orig: anruf 	 correct: Anruf ours: Anruf
orig: bekomen 	 correct: bekommen ours: bekommen
orig: telefohn 	 correct: Telefon ours: Telefon
orig: kome 	 correct: komme ours: komme
orig: tür 	 correct: Tür ours: Tür
orig: richdik 	 correct: richtig ours: richtig
orig: trauig 	 correct: traurig ours: traurig
orig: lars 	 correct: Lars ours: Lars
orig: lars 	 correct: Lars ours: Lars
orig: anruf 	 correct: Anruf ours: Anruf
orig: komt 	 correct: kommt ours: kommt
orig: zurük 	 correct: zurück ours: zurück
orig: komt 	 correct: kommt ours: kommt
orig: kom-en 	 correct: kommen ours: kommen
orig: falen 	 correct: fallen ours: fallen
orig: fenster 	 correct: Fenster ours: Fenster
orig: fro 	 correct: froh ours: froh
orig: tür 	 correct: Tür ours: Tür
orig: dan 	 correct: dann ours: dann
orig: plotzlich 	 correct: plötzlich ours: plötzlich
orig: telofon 	 correct: Telefon ours: Telefon
orig: wrtet 	 correct: wartet ours: wartet
orig: anruf 	 correct: Anruf ours: Anruf
orig: anruf 	 correct: Anruf ours: Anruf
orig: unt 	 correct: und ours: und
orig: unt 	 correct: und ours: und
orig: vermist 	 correct: vermisst ours: vermisst
orig: Von 	 correct: von ours: von
orig: Auf 	 correct: auf ours: auf
orig: Von 	 correct: von ours: von
orig: hund 	 correct: Hund ours: Hund
orig: brinGen 	 correct: bringen ours: bringen
orig: geschreiben 	 correct: geschrieben ours: geschrieben
orig: gefreud 	 correct: gefreut ours: gefreut
orig: mitgebraht 	 correct: mitgebracht ours: mitgebracht
orig: irhe 	 correct: ihre ours: ihre
orig: ainer 	 correct: einer ours: einer
orig: kainer 	 correct: keiner ours: keiner
orig: komt 	 correct: kommt ours: kommt
orig: freudentrenen 	 correct: Freudentränen ours: Freudentränen
orig: unt 	 correct: und ours: und
orig: Namens 	 correct: namens ours: namens
orig: fermist 	 correct: vermisst ours: vermisst
orig: ferloren 	 correct: verloren ours: verloren
orig: sihe 	 correct: sie ours: sie
orig: hengt 	 correct: hängt ours: hängt
orig: zetel 	 correct: Zettel ours: Zettel
orig: Schuhle 	 correct: Schule ours: Schule
orig: priwat 	 correct: privat ours: privat
orig: minuten 	 correct: Minuten ours: Minuten
orig: lutscher 	 correct: Lutscher ours: Lutscher
