	Sentence	initial_word	start_index	end_index	our_correction	gold_correction	ours_is_correct	languagetool_corrections
90	Invormieren Sie mir für diesen fach .	fach	31	35	nach	Fach	n	[]
91	Bitte schreiben Sie mich wann anfängen und wie viel-unreadable - geburien habe , für Teilnehmen ?	geburien	65	73	geboren	Gebühren	n	['geboren', 'gebunden', 'geborgen', 'gebürtigen', 'Geburten', 'gebären', 'gebaren', 'gebärden', 'gekürten', 'gebühren', 'gebührten', 'gebürgten', 'gebüßten', 'gepulten']
92	Bitte schreiben Sie mich wann anfängen und wie viel-unreadable - geburien habe , für Teilnehmen ?	Teilnehmen	85	95	Teilnehmer	teilnehmen	n	[]
93	und Teilen Sie mir .	Teilen	4	10	Teilen	teilen	n	[]
94	oder rufen Sie mir mit desen Telefon nberen 012/34567 oder das Papier für Teil nehme in meine Adresse schreiben .	desen	23	28	diesen	diesen	y	['denen', 'deren', 'dessen', 'diesen', 'lesen', 'Wesen', 'testen', 'Mäzen', 'Besen', 'dezent', 'duzen', 'täten', 'säßen', 'dösen', 'tosen', 'Fezen', 'Lesen', 'düsen', 'käsen', 'läsen']
95	oder rufen Sie mir mit desen Telefon nberen 012/34567 oder das Papier für Teil nehme in meine Adresse schreiben .	Telefon	29	36	Telefon	Telefonnummer	n	[]
96	oder rufen Sie mir mit desen Telefon nberen 012/34567 oder das Papier für Teil nehme in meine Adresse schreiben .	nberen	37	43	neben	Telefonnummer	n	['oberen', 'anderen', 'deren', 'neuen', 'neben', 'späteren', 'inneren', 'späten', 'unteren', 'neueren', 'obere', 'Spuren', 'Tieren', 'engeren', 'näheren', 'Opern', 'ebenen', 'klären', 'leeren', 'sparen']
97	oder rufen Sie mir mit desen Telefon nberen 012/34567 oder das Papier für Teil nehme in meine Adresse schreiben .	Teil	74	78	Teil	teilnehmen	n	[]
98	oder rufen Sie mir mit desen Telefon nberen 012/34567 oder das Papier für Teil nehme in meine Adresse schreiben .	nehme	79	84	nehmen	teilnehmen	n	[]
99	Ich biedake mich für diesen invohrmieren .	biedake	4	11	bedanke	bedanke	y	['piesacke', 'biete', 'biedere', 'Niedecken', 'predige', 'Eistage', 'Mittage', 'Seetage', 'Vintage', 'bedanke', 'beiläge', 'beipacke', 'biedre', 'bindige', 'piefige', 'piesack', 'piesacken', 'piesackt', 'piesackte']
100	Ich biedake mich für diesen invohrmieren .	invohrmieren	28	40	informieren	Information	n	['informieren', 'informierten', 'Informieren', 'informiere', 'informierend', 'informiert', 'informierte', 'reformieren', 'deformieren', 'involvieren', 'Deformieren', 'Informierens', 'Reformieren', 'informierende', 'informierst', 'informiertem', 'informierter', 'informiertes', 'informiertet']
101	mit frundlichen Grüßen	mit	0	3	Mit	Mit	y	['Mit']
102	mit frundlichen Grüßen	frundlichen	4	15	freundlichen	freundlichen	y	['freundlichen', 'gründlichen', 'rundlichen', 'Grundlagen', 'feindlichen', 'friedlichen', 'freundliche', 'gründliche', 'urkundlichen', 'freundlicher', 'gründlicher', 'grünlichen', 'rundliche', 'freundliches', 'rundlicher', 'stündlichen', 'gründliches', 'freundlichem', 'gründlichem', 'rundlichem']
103	Meier Müller Friedrich 05.03.10 Bahnhofsstraße 1 12345 Stadt X Tel 01234566789 Computer-Spezialist Odenwaldstraße 5 53119 Bonn Bewerbung um einen Praktikumsplatz Als Vertriebspraktikant Sehr geehrte Damen und Herren , durch Ihr enzeige von 17.01.10 bin ich seh aufmerksam geworden .	Als	162	165	Als	als	n	['als']
104	Meier Müller Friedrich 05.03.10 Bahnhofsstraße 1 12345 Stadt X Tel 01234566789 Computer-Spezialist Odenwaldstraße 5 53119 Bonn Bewerbung um einen Praktikumsplatz Als Vertriebspraktikant Sehr geehrte Damen und Herren , durch Ihr enzeige von 17.01.10 bin ich seh aufmerksam geworden .	enzeige	228	235	Anzeige	Anzeige	y	['Anzeige', 'anzeige', 'erzeige', 'einzige', 'anzeigen', 'zeige', 'Anzeichen', 'anzeigt', 'Anzeiger', 'anzeigte', 'eisige', 'erzeuge', 'neige', 'unselige', 'Anzeigen', 'anseile', 'ansenge', 'ansenke', 'ansteige']
105	Meier Müller Friedrich 05.03.10 Bahnhofsstraße 1 12345 Stadt X Tel 01234566789 Computer-Spezialist Odenwaldstraße 5 53119 Bonn Bewerbung um einen Praktikumsplatz Als Vertriebspraktikant Sehr geehrte Damen und Herren , durch Ihr enzeige von 17.01.10 bin ich seh aufmerksam geworden .	seh	257	260	sehr	sehr	y	[]
106	In so Arbeitsumfeld finde ich die besten Chencen als Kaufmännischer Student , deshalb bewerb ich mich heute bei Ihnen inder Zeit von 01.6.10 bis 31.08.10 .	Chencen	41	48	Chancen	Chancen	y	['Chancen', 'Ganzen', 'Chance', 'Kränken', 'Grenzen', 'Checken', 'Glänzen', 'Geizen', 'Shenzhen', 'Gegen', 'Tränken', 'Gehören', 'Chauken', 'Ganze', 'Geben', 'Gehen', 'Gelten', 'Gingen', 'Kennen', 'Ganzes']
107	In so Arbeitsumfeld finde ich die besten Chencen als Kaufmännischer Student , deshalb bewerb ich mich heute bei Ihnen inder Zeit von 01.6.10 bis 31.08.10 .	Kaufmännischer	53	67	kaufmännischer	kaufmännischer	y	['kaufmännischer']
108	In so Arbeitsumfeld finde ich die besten Chencen als Kaufmännischer Student , deshalb bewerb ich mich heute bei Ihnen inder Zeit von 01.6.10 bis 31.08.10 .	inder	118	123	Kinder	in der	n	['Inder', 'in der', 'unter', 'Kinder', 'indem', 'indes', 'intern', 'minder', 'Rinder', 'Binder', 'Enter', 'Finder', 'Tinder', 'Unter', 'enter', 'hinder', 'linder', 'änder', 'der', 'einer']
109	Durch meie Schulzeit ich habe größe erfahrung mit dem EDV wie Word , Exel , etc und behersche ich 10 Finger System .	meie	6	10	meine	meine	y	['mein', 'meine', 'Haie', 'Laie', 'Beye', 'feie', 'maile', 'meide', 'mähe', 'mäße', 'die', 'mit', 'ein', 'eine', 'bei', 'sie', 'wie', 'mehr', 'sein']
110	Durch meie Schulzeit ich habe größe erfahrung mit dem EDV wie Word , Exel , etc und behersche ich 10 Finger System .	erfahrung	36	45	Erfahrung	Erfahrung	y	['Erfahrung', 'erfahren', 'Ernährung', 'erfahrene', 'Umfahrung', 'Verführung', 'Verwahrung', 'Befahrung', 'Urerfahrung', 'erfahrend']
111	Durch meie Schulzeit ich habe größe erfahrung mit dem EDV wie Word , Exel , etc und behersche ich 10 Finger System .	Exel	69	73	Excel	Excel	y	['Excel', 'Exil', 'Wechsel', 'Axel', 'Esel', 'Edel', 'Ekel', 'Texel', 'Achsel', 'Echse', 'Echsen', 'Ächze', 'Ächzen', 'Egel', 'Eher', 'Fiel', 'Viel', 'Ziel', 'Regel', 'Kiel']
112	Durch meie Schulzeit ich habe größe erfahrung mit dem EDV wie Word , Exel , etc und behersche ich 10 Finger System .	behersche	84	93	beherrsche	beherrsche	y	['beherrsche', 'beherrscht', 'beherrschte', 'beherrschen', 'beherzte', 'behängt', 'behäbige', 'bohrsche', 'beherztes', 'Behänge', 'Gehänge', 'Scherge', 'beerige', 'beherzige', 'behorche', 'behängte', 'besorge', 'bezeige', 'bezeuge', 'seherische']
113	Durch meie Schulzeit ich habe größe erfahrung mit dem EDV wie Word , Exel , etc und behersche ich 10 Finger System .	10	98	100	XP	10-Finger-System	n	[]
114	Durch meie Schulzeit ich habe größe erfahrung mit dem EDV wie Word , Exel , etc und behersche ich 10 Finger System .	Finger	101	107	Finger	10-Finger-System	n	[]
115	Durch meie Schulzeit ich habe größe erfahrung mit dem EDV wie Word , Exel , etc und behersche ich 10 Finger System .	System	108	114	System	10-Finger-System	n	[]
116	Ich war schon Prarktikum als vertrieb für Nahost bei firme XY in der Zeit von 01.7.09 bis 21.09.09 davon viele erfahrung gebrach .	Prarktikum	14	24	Praktikum	Praktikum	y	['Praktikum', 'Praktikums']
117	Ich war schon Prarktikum als vertrieb für Nahost bei firme XY in der Zeit von 01.7.09 bis 21.09.09 davon viele erfahrung gebrach .	vertrieb	29	37	Vertrieb	Vertrieb	y	[]
118	Ich war schon Prarktikum als vertrieb für Nahost bei firme XY in der Zeit von 01.7.09 bis 21.09.09 davon viele erfahrung gebrach .	firme	53	58	filme	Firma	n	[]
119	Ich war schon Prarktikum als vertrieb für Nahost bei firme XY in der Zeit von 01.7.09 bis 21.09.09 davon viele erfahrung gebrach .	erfahrung	111	120	erfahrene	Erfahrung	n	['Erfahrung', 'erfahren', 'Ernährung', 'erfahrene', 'Umfahrung', 'Verführung', 'Verwahrung', 'Befahrung', 'Urerfahrung', 'erfahrend']
120	Eben so wie meine Sprach kentnesse Arabisch , Englisch und Russisch verteit Als intrnational tätig .	Eben	0	4	Eben	Ebenso	n	[]
121	Eben so wie meine Sprach kentnesse Arabisch , Englisch und Russisch verteit Als intrnational tätig .	so	5	7	so	Ebenso	n	[]
122	Eben so wie meine Sprach kentnesse Arabisch , Englisch und Russisch verteit Als intrnational tätig .	Sprach	18	24	Sprache	Sprachkenntnisse	n	[]
123	Eben so wie meine Sprach kentnesse Arabisch , Englisch und Russisch verteit Als intrnational tätig .	kentnesse	25	34	Kenntnisse	Sprachkenntnisse	n	['entnässe']
124	Eben so wie meine Sprach kentnesse Arabisch , Englisch und Russisch verteit Als intrnational tätig .	Als	76	79	als	als	y	['als']
125	Eben so wie meine Sprach kentnesse Arabisch , Englisch und Russisch verteit Als intrnational tätig .	intrnational	80	92	international	international	y	['international', 'internationale', 'intentional']
126	Auser dem bin ich flexibel und engagiert .	Auser	0	5	Außer	Außerdem	n	['Aus er', 'Außer', 'Auer', 'Äußer', 'Süßer', 'Außen', 'Büßer', 'Hauser', 'Mauser', 'Auster', 'Lauser', 'Augen', 'Äußere', 'Autor', 'Äußern', 'Häuser', 'Äußert', 'Guter', 'Äußre', 'Adler']
127	Auser dem bin ich flexibel und engagiert .	dem	6	9	dem	Außerdem	n	[]
128	Auch Wochenenddienste und wechselende Arbeitzeit Selbsverstänlich .	Selbsverstänlich	49	65	selbstverständlich	selbstverständlich	y	['Selbstverständlich']
129	Über Einladung zu Gesprach termin freu mich seh .	Gesprach	18	26	Gespräch	Gesprächstermin	n	['Gespräch', 'Gespräche', 'Besprach', 'Sprach', 'Gesprächs', 'Versprach', 'Ausbrach', 'Zerbrach', 'Ansprach', 'Gesprächen', 'Zusprach', 'Absprach', 'Losbrach', 'Gespräches', 'Bespracht', 'Gesträuch', 'Besprich', 'Bespräche', 'Gebrach']
130	Über Einladung zu Gesprach termin freu mich seh .	termin	27	33	Termine	Gesprächstermin	n	['Termin', 'vermin', 'deren', 'Berlin', 'darin', 'Verein', 'dein', 'Armin', 'herein', 'Hermine', 'Heroin', 'Herrin', 'Merlin', 'Termine', 'derben', 'drin', 'Fermi', 'terminal', 'vermint']
131	Über Einladung zu Gesprach termin freu mich seh .	seh	44	47	sehr	sehr	y	[]
132	Mit freundlichen Grüssen Meier Müller	Grüssen	17	24	Grüßen	Grüßen	y	['Grüßen', 'Größen', 'Großen', 'Grüße', 'Küssen', 'Grüßens', 'Krassen', 'Güssen', 'Grüßten', 'Müssen', 'Krossen', 'Größe', 'Brüssel', 'Grüßend', 'Fressen', 'Große', 'Flüssen', 'Größten', 'Großer', 'Rissen']
133	Stadt X , den 05.03.2010 Maria Meier Zentralplatz 12 12345 Stadt Y 123456789 Computer-Spezialist Odenwaldstr 5 53119 Bonn Bewerbung um ein Praktikum Sehr geehrte Damen und Herren auf der Suche nach einem lehrreichen und ansprusvollen Arbeitsumfeld bin ich auf ihr Unternemen aufmerksam geworden Darum bewerbe ich mich hiermit um ein Praktikum von 15.04 bis 15.5 in der Abteilung elektronische Datenverarbeitung besonders bin ich an einer Tatigkeit in Bereich elektronika interessirt .	ansprusvollen	220	233	anspruchsvollen	anspruchsvollen	y	['anspruchsvollen']
134	Stadt X , den 05.03.2010 Maria Meier Zentralplatz 12 12345 Stadt Y 123456789 Computer-Spezialist Odenwaldstr 5 53119 Bonn Bewerbung um ein Praktikum Sehr geehrte Damen und Herren auf der Suche nach einem lehrreichen und ansprusvollen Arbeitsumfeld bin ich auf ihr Unternemen aufmerksam geworden Darum bewerbe ich mich hiermit um ein Praktikum von 15.04 bis 15.5 in der Abteilung elektronische Datenverarbeitung besonders bin ich an einer Tatigkeit in Bereich elektronika interessirt .	Unternemen	264	274	Unternehmen	Unternehmen	y	['Unternehmen', 'Unternamen', 'Unternehmens', 'Unterkämen', 'Unternehmer', 'Unternähmen', 'Unterjemen', 'Unternehmern', 'Unternommen', 'Unterseen', 'Unterlegen', 'Unternomen', 'Unterarmen', 'Unternahmen', 'Unterkamen', 'Unteralmen', 'Untergehen', 'Untersehen', 'Unterbären', 'Untergeben']
135	Stadt X , den 05.03.2010 Maria Meier Zentralplatz 12 12345 Stadt Y 123456789 Computer-Spezialist Odenwaldstr 5 53119 Bonn Bewerbung um ein Praktikum Sehr geehrte Damen und Herren auf der Suche nach einem lehrreichen und ansprusvollen Arbeitsumfeld bin ich auf ihr Unternemen aufmerksam geworden Darum bewerbe ich mich hiermit um ein Praktikum von 15.04 bis 15.5 in der Abteilung elektronische Datenverarbeitung besonders bin ich an einer Tatigkeit in Bereich elektronika interessirt .	Tatigkeit	438	447	Tätigkeit	Tätigkeit	y	['Tätigkeit', 'Tathockey', 'Fähigkeit', 'Tatcockpit', 'Tätigkeiten', 'Müdigkeit', 'Tatjockey', 'Zähigkeit', 'Tatpackeis', 'Stetigkeit', 'Tatjackett', 'Tätlichkeit', 'Mattigkeit', 'Tatbackzeit', 'Rauigkeit', 'Tatdeckzeit', 'Tathockeys', 'Artigkeit', 'Tatjockeys']
136	Stadt X , den 05.03.2010 Maria Meier Zentralplatz 12 12345 Stadt Y 123456789 Computer-Spezialist Odenwaldstr 5 53119 Bonn Bewerbung um ein Praktikum Sehr geehrte Damen und Herren auf der Suche nach einem lehrreichen und ansprusvollen Arbeitsumfeld bin ich auf ihr Unternemen aufmerksam geworden Darum bewerbe ich mich hiermit um ein Praktikum von 15.04 bis 15.5 in der Abteilung elektronische Datenverarbeitung besonders bin ich an einer Tatigkeit in Bereich elektronika interessirt .	interessirt	471	482	interessant	interessiert	n	['interessiert', 'interessant', 'interessierte', 'interessiere', 'interessierst']
137	Das Praktikum ist Bestandteil meines Studiums , das ich eiginständig und verantwortungsvoll gestalten möchte .	eiginständig	56	68	eigenständig	eigenständig	y	['eigenständig', 'eigenständige', 'einständig']
138	Mein theoretisches Fachwisen und Kompetenzen würden meiner Arbeit bei Ihnen zu gute kommen .	Fachwisen	19	28	nachweisen	Fachwissen	n	['Fachwissen', 'Nachweisen', 'Fachwien', 'Fachwesen', 'Fachwissens', 'Bachwiesen', 'Facheisen', 'Flacheisen', 'Fachvasen', 'Sachwissen', 'Fachviren', 'Fachreisen', 'Nachwiesen', 'Fachwaisen', 'Fachvize', 'Vaginen', 'Fachwisent', 'Fachviten', 'Fachweisen']
139	Sehr gerne würde ich mich bei Ihnen personlich vorstelen und freue mich , wen Sie Zeit für ein Gespräch finden .	personlich	36	46	persönlich	persönlich	y	['persönlich', 'Herzoglich', 'persönliche', 'herzoglich', 'persönlichen', 'persönlicher', 'persönliches', 'persönlichem', 'versöhnlich', 'persönlichst']
140	Sehr gerne würde ich mich bei Ihnen personlich vorstelen und freue mich , wen Sie Zeit für ein Gespräch finden .	vorstelen	47	56	vorstellen	vorstellen	y	['Vorstelen', 'vorstellen', 'vorstehen', 'forsteten', 'verstehen', 'vorstellt', 'verstellen', 'vorsehen', 'vorstoßen', 'vorspielen', 'vorstehend', 'vorstellten', 'vorstießen', 'vorziehen', 'vorsetzen', 'Bohrstellen', 'Forsthelmen', 'Rohrseelen', 'Rohrstäben', 'Torstehen', 'Torstellen']
141	Sehr gerne würde ich mich bei Ihnen personlich vorstelen und freue mich , wen Sie Zeit für ein Gespräch finden .	wen	74	77	wenn	wenn	y	[]
142	Zurzeit absolviere ich Abitur , vorher habe ich Hauptschule abschluss gemacht mit der Gesamtnote 1,6 .	Hauptschule	48	59	Paukschule	Hauptschulabschluss	n	[]
143	Zurzeit absolviere ich Abitur , vorher habe ich Hauptschule abschluss gemacht mit der Gesamtnote 1,6 .	abschluss	60	69	Abschluss	Hauptschulabschluss	n	['Abschluss', 'abschloss', 'Anschluss', 'Beschluss', 'anschloss', 'Abschlüsse', 'Abschuss', 'abschoss', 'Abguss', 'Bauschluss', 'Halbschluss', 'Ratschluss', 'Satzschluss', 'Talschluss', 'abgoss', 'abschaust', 'abschlosst', 'abschlug']
144	Aufgrund meiner bisher durchgefuhrtene Praktika ( siehe Lebenslauf ) verfüge ich beriet über viel Erfahrung im Wirtschaftshandelbereich und einige Erfahrungen im Einzelhandelbereich .	durchgefuhrtene	23	38	durchgeführten	durchgeführten	y	['durchgeführten', 'durchgeführte', 'durchgeführter', 'durchgeführtes', 'durchgefahrene', 'durchgeführtem', 'durchgerührten']
145	Ihr Unternehmen arbeitet mit verschiedenen Unternehmen aus der ganzen Welt , so könnte ich meine Englisch - , Russisch und Deutschkenntnisse anwenden und perfektionieren .	Russisch	110	118	russische	Russisch-	n	[]
146	Eva Winkelmann Bahnhofsstraße 12 12345 Stadt X Tel. 0123456789 Computer-Spezialist Odenwaldstraße 5 53119 Bonn Stadt X , den 05.03.10 Praktikantenstelle im Bereich It-Systemkauffrau Sehr geehrte Damen und Herren , ich möchte mich bei Ihnen um einen Praktikumsplatzt bewerben .	It-Systemkauffrau	164	181	systemkonform	IT-Systemkauffrau	n	['IT-Systemkauffrau', 'DIN-Systemkauffrau', 'Die-Systemkauffrau', 'IBM-Systemkauffrau', 'In-Systemkauffrau']
147	Eva Winkelmann Bahnhofsstraße 12 12345 Stadt X Tel. 0123456789 Computer-Spezialist Odenwaldstraße 5 53119 Bonn Stadt X , den 05.03.10 Praktikantenstelle im Bereich It-Systemkauffrau Sehr geehrte Damen und Herren , ich möchte mich bei Ihnen um einen Praktikumsplatzt bewerben .	Praktikumsplatzt	249	265	Podiumsplatz	Praktikumsplatz	n	['Praktikums platzt', 'Praktikums Platzt', 'Praktikumsplätze', 'Praktikum-platz', 'Praktikumsplatz', 'Praktikumsplatzes', 'Praktikumsplätzen']
148	Nach meiner Ausbildung als Bureau Kauffrau lerne ich Deutsch in der VHS Stadt X. Ich beherrsche Französisch und Englisch schriftlich und mundlich und bin ich ganz sicher , nachdem ich ein Praktikum bei Ihnen absolviert , werde ich auch Deutsche Sprache in meinem Beruf zählen .	Bureau	27	33	Break	Bürokauffrau	n	['Burgau', 'Pure', 'Bernau', 'Buren', 'Murnau', 'Burma', 'Purem', 'Buchau', 'Puren', 'Burda', 'Purer', 'Pures', 'Boreas', 'Murau', 'Burgbau', 'Boreal', 'Bargau', 'Birnau', 'Break', 'Burdas']
149	Nach meiner Ausbildung als Bureau Kauffrau lerne ich Deutsch in der VHS Stadt X. Ich beherrsche Französisch und Englisch schriftlich und mundlich und bin ich ganz sicher , nachdem ich ein Praktikum bei Ihnen absolviert , werde ich auch Deutsche Sprache in meinem Beruf zählen .	Kauffrau	34	42	auftrat	Bürokauffrau	n	[]
150	Nach meiner Ausbildung als Bureau Kauffrau lerne ich Deutsch in der VHS Stadt X. Ich beherrsche Französisch und Englisch schriftlich und mundlich und bin ich ganz sicher , nachdem ich ein Praktikum bei Ihnen absolviert , werde ich auch Deutsche Sprache in meinem Beruf zählen .	mundlich	137	145	mündlich	mündlich	y	['mündlich', 'rundlich', 'mündliche', 'Rundlich', 'tunlich', 'südlich', 'Handlich', 'endlich', 'Kindlich', 'ländlich', 'Südlich', 'männlich', 'Tunlich', 'mündlichen', 'mündlicher', 'rundliche', 'kindlich', 'handlich', 'Mundloch', 'mündliches']
151	Nach meiner Ausbildung als Bureau Kauffrau lerne ich Deutsch in der VHS Stadt X. Ich beherrsche Französisch und Englisch schriftlich und mundlich und bin ich ganz sicher , nachdem ich ein Praktikum bei Ihnen absolviert , werde ich auch Deutsche Sprache in meinem Beruf zählen .	Deutsche	236	244	deutsche	deutsche	y	[]
152	Sehr geehrter Damen und Herren , Ich habe Ihnen Anzeige über die Vertriebspraktikum gesucht gelesen .	Ich	33	36	Ich	ich	n	[]
153	Ich bin Architekturstudenten und auf diesemn Grund interessiere mich viel dieses Praktikum .	diesemn	37	44	diesem	diesem	y	['diesem', 'diesen', 'diese', 'dieser', 'dieses', 'dienen', 'ließen', 'tiefen', 'hießen', 'wiesen', 'gießen', 'tiefem', 'fiesen', 'miesen', 'niesen', 'Wieseln', 'Dießen', 'Gießen', 'Gießern', 'Kieseln']
154	Ich meine , dass für mich eine wunderware Erfahrung wäre , wenn ich an dieser Firma teilnehmen könnte .	wunderware	31	41	wunderbare	wunderbare	y	['Wunderware', 'wunder Ware', 'wunderbare', 'wunde-waren', 'wunderbar', 'wunde-wart', 'wunderbaren', 'wunde-warte', 'wundersame', 'wunde-wärme', 'wunderbarer', 'wunderbares', 'Winterware', 'wunderbarem', 'runterwarf', 'runterwärfe', 'winterwarm', 'winterwarme']
155	Auf jeden fall möchte ich nur wissen , wie viele Geld verdiene ich und wie viele Stunden müsste ich pro Woche arbeiten .	fall	10	14	Fall	Fall	y	[]
156	Stefan Meier Zentralplatz 12 12345 , Stadt X. Computer-Spezialist odenwaldstraße 5 , 53119 Bonn .	odenwaldstraße	66	80	Leopoldstraße	Odenwaldstraße	n	['Bodenwaldstraße', 'Ideenwaldstraße', 'Judenwaldstraße', 'Anodenwaldstraße', 'Hosenwaldstraße', 'Wadenwaldstraße', 'Soßenwaldstraße', 'Etüdenwaldstraße', 'Botenwaldstraße', 'Diodenwaldstraße', 'Dosenwaldstraße', 'Ladenwaldstraße', 'Notenwaldstraße', 'Porenwaldstraße', 'Rosenwaldstraße', 'Totenwaldstraße', 'Zonenwaldstraße', 'Steinwaldstraße', 'Adelwaldstraße', 'Bogenwaldstraße']
157	Übrigens erfahrung , habe ich schon bei SIEMENS in Stadt X ein praktikum von ein monat gemacht , deshalb , hatte ich möglichkeit für meine Kenntnisse zu beherschen : Leistungsbereitschaft und Kommunikationsfähigkeit .	erfahrung	9	18	Erfahrung	Erfahrung	y	['Erfahrung', 'erfahren', 'Ernährung', 'erfahrene', 'Umfahrung', 'Verführung', 'Verwahrung', 'Befahrung', 'Urerfahrung', 'erfahrend']
