Languagetool gets right: 2478
Out of: 5366
Accuracy: 0.462

LT correct + ours correct: 1813
LT correct + ours incorrect: 665
LT incorrect + ours correct: 1176
LT incorrect + ours incorrect: 1712

############ Correct by Languagetool, correct by us ##########
orig: Naturlich 	 correct: Natürlich ours: Natürlich
orig: ausland 	 correct: Ausland ours: Ausland
orig: akceptieren 	 correct: akzeptieren ours: akzeptieren
orig: interressante 	 correct: interessante ours: interessante
orig: akceptieren 	 correct: akzeptieren ours: akzeptieren
orig: ausländer 	 correct: Ausländer ours: Ausländer
orig: sonder 	 correct: sondern ours: sondern
orig: leute 	 correct: Leute ours: Leute
orig: Techonologie 	 correct: Technologie ours: Technologie
orig: erfahrung 	 correct: Erfahrung ours: Erfahrung
orig: information 	 correct: Information ours: Information
orig: land 	 correct: Land ours: Land
orig: kulturen 	 correct: Kulturen ours: Kulturen
orig: beispiel 	 correct: Beispiel ours: Beispiel
orig: familie 	 correct: Familie ours: Familie
orig: familie 	 correct: Familie ours: Familie
orig: hilfe 	 correct: Hilfe ours: Hilfe
orig: Markler 	 correct: Makler ours: Makler
orig: bischen 	 correct: bisschen ours: bisschen
orig: hilfe 	 correct: Hilfe ours: Hilfe
orig: schiken 	 correct: schicken ours: schicken
orig: firma 	 correct: Firma ours: Firma
orig: alliene 	 correct: alleine ours: alleine
orig: mädchen 	 correct: Mädchen ours: Mädchen
orig: personen 	 correct: Personen ours: Personen
orig: schwerig 	 correct: schwierig ours: schwierig
orig: sinvoll 	 correct: sinnvoll ours: sinnvoll
orig: auswälen 	 correct: auswählen ours: auswählen
orig: paap 	 correct: paar ours: paar
orig: Auswalh 	 correct: Auswahl ours: Auswahl
orig: Dimentionen 	 correct: Dimensionen ours: Dimensionen
orig: Zweifllos 	 correct: Zweifellos ours: Zweifellos
orig: befindt 	 correct: befindet ours: befindet
orig: zukunftigen 	 correct: zukünftigen ours: zukünftigen
orig: Einwöhnern 	 correct: Einwohnern ours: Einwohnern
orig: Selbstbewusstes 	 correct: selbstbewusstes ours: selbstbewusstes
orig: Sondern 	 correct: sondern ours: sondern
orig: empehlenswert 	 correct: empfehlenswert ours: empfehlenswert
orig: Bevolkerung 	 correct: Bevölkerung ours: Bevölkerung
orig: orentieren 	 correct: orientieren ours: orientieren
orig: fleisch 	 correct: Fleisch ours: Fleisch
orig: Mitagessen 	 correct: Mittagessen ours: Mittagessen
orig: Schwer 	 correct: schwer ours: schwer
orig: leute 	 correct: Leute ours: Leute
orig: Schweitz 	 correct: Schweiz ours: Schweiz
orig: Schuhblade 	 correct: Schublade ours: Schublade
orig: leute 	 correct: Leute ours: Leute
orig: länder 	 correct: Länder ours: Länder
orig: leute 	 correct: Leute ours: Leute
orig: mal 	 correct: Mal ours: Mal
orig: land 	 correct: Land ours: Land
orig: land 	 correct: Land ours: Land
orig: leute 	 correct: Leute ours: Leute
orig: meinung 	 correct: Meinung ours: Meinung
orig: respekt 	 correct: Respekt ours: Respekt
orig: nachteile 	 correct: Nachteile ours: Nachteile
orig: sonntag 	 correct: Sonntag ours: Sonntag
orig: stück 	 correct: Stück ours: Stück
orig: fleisch 	 correct: Fleisch ours: Fleisch
orig: gedanken 	 correct: Gedanken ours: Gedanken
orig: meinung 	 correct: Meinung ours: Meinung
orig: Wahnsinnige 	 correct: wahnsinnige ours: wahnsinnige
orig: generation 	 correct: Generation ours: Generation
orig: characterizieren 	 correct: charakterisieren ours: charakterisieren
orig: fotsetzen 	 correct: fortsetzen ours: fortsetzen
orig: multikulturelen 	 correct: multikulturellen ours: multikulturellen
orig: Kurtur 	 correct: Kultur ours: Kultur
orig: kollegin 	 correct: Kollegin ours: Kollegin
orig: unvergäsliche 	 correct: unvergessliche ours: unvergessliche
orig: kultur 	 correct: Kultur ours: Kultur
orig: Sinergy 	 correct: Synergie ours: Synergie
orig: gutes 	 correct: Gutes ours: Gutes
orig: zuküntige 	 correct: zukünftige ours: zukünftige
orig: Stad 	 correct: Stadt ours: Stadt
orig: Auslandren 	 correct: Ausländern ours: Ausländern
orig: Einerseite 	 correct: Einerseits ours: Einerseits
orig: Stad 	 correct: Stadt ours: Stadt
orig: Verkar 	 correct: Verkehr ours: Verkehr
orig: unbedigt 	 correct: unbedingt ours: unbedingt
orig: fruet 	 correct: freut ours: freut
orig: Intimsphera 	 correct: Intimsphäre ours: Intimsphäre
orig: naturlich 	 correct: natürlich ours: natürlich
orig: gunstiger 	 correct: günstiger ours: günstiger
orig: Bereicht 	 correct: Bereich ours: Bereich
orig: betracht 	 correct: Betracht ours: Betracht
orig: schweiz 	 correct: Schweiz ours: Schweiz
orig: spraren 	 correct: sparen ours: sparen
orig: Zukunf 	 correct: Zukunft ours: Zukunft
orig: useren 	 correct: unseren ours: unseren
orig: ich 	 correct: Ich ours: Ich
orig: obengennanten 	 correct: obengenannten ours: obengenannten
orig: minuten 	 correct: Minuten ours: Minuten
orig: Besser 	 correct: besser ours: besser
orig: beeinflüssen 	 correct: beeinflussen ours: beeinflussen
orig: möglichkeit 	 correct: Möglichkeit ours: Möglichkeit
orig: empfellen 	 correct: empfehlen ours: empfehlen
orig: richtung 	 correct: Richtung ours: Richtung
orig: empfelle 	 correct: empfehle ours: empfehle
orig: trozdem 	 correct: trotzdem ours: trotzdem
orig: empfelle 	 correct: empfehle ours: empfehle
orig: Kleine 	 correct: kleine ours: kleine
orig: meinung 	 correct: Meinung ours: Meinung
orig: objekte 	 correct: Objekte ours: Objekte
orig: schwerig 	 correct: schwierig ours: schwierig
orig: offentlichen 	 correct: öffentlichen ours: öffentlichen
orig: wöhnen 	 correct: wohnen ours: wohnen
orig: Meisten 	 correct: meisten ours: meisten
orig: zukunftigen 	 correct: zukünftigen ours: zukünftigen
orig: unbedinkt 	 correct: unbedingt ours: unbedingt
orig: kaput 	 correct: kaputt ours: kaputt
orig: zukunftigen 	 correct: zukünftigen ours: zukünftigen
orig: wichtichste 	 correct: wichtigste ours: wichtigste
orig: Andereseits 	 correct: Andererseits ours: Andererseits
orig: generel 	 correct: generell ours: generell
orig: giebt 	 correct: gibt ours: gibt
orig: wohnung 	 correct: Wohnung ours: Wohnung
orig: Viele 	 correct: viele ours: viele
orig: bewohner 	 correct: Bewohner ours: Bewohner
orig: naturlich 	 correct: natürlich ours: natürlich
orig: wohnungen 	 correct: Wohnungen ours: Wohnungen
orig: wohnung 	 correct: Wohnung ours: Wohnung
orig: erfahrungen 	 correct: Erfahrungen ours: Erfahrungen
orig: möglichkeiten 	 correct: Möglichkeiten ours: Möglichkeiten
orig: wohnung 	 correct: Wohnung ours: Wohnung
orig: empfolen 	 correct: empfohlen ours: empfohlen
orig: Situration 	 correct: Situation ours: Situation
orig: empfele 	 correct: empfehle ours: empfehle
orig: familie 	 correct: Familie ours: Familie
orig: familie 	 correct: Familie ours: Familie
orig: mitte 	 correct: Mitte ours: Mitte
orig: arbeit 	 correct: Arbeit ours: Arbeit
orig: zeit 	 correct: Zeit ours: Zeit
orig: wohnung 	 correct: Wohnung ours: Wohnung
orig: miete 	 correct: Miete ours: Miete
orig: ende 	 correct: Ende ours: Ende
orig: monad 	 correct: Monat ours: Monat
orig: wohnung 	 correct: Wohnung ours: Wohnung
orig: rießig 	 correct: riesig ours: riesig
orig: Qüalität 	 correct: Qualität ours: Qualität
orig: Europäischen 	 correct: europäischen ours: europäischen
orig: Sohwohl 	 correct: Sowohl ours: Sowohl
orig: rießig 	 correct: riesig ours: riesig
orig: wünderbaren 	 correct: wunderbaren ours: wunderbaren
orig: Moglichkeiten 	 correct: Möglichkeiten ours: Möglichkeiten
orig: ungefähe 	 correct: ungefähr ours: ungefähr
orig: vile 	 correct: viele ours: viele
orig: milion 	 correct: Million ours: Million
orig: rendiert 	 correct: rentiert ours: rentiert
orig: Schluß 	 correct: Schluss ours: Schluss
orig: Aauch 	 correct: Auch ours: Auch
orig: bischen 	 correct: bisschen ours: bisschen
orig: Stätde 	 correct: Städte ours: Städte
orig: jetz 	 correct: jetzt ours: jetzt
orig: central 	 correct: zentral ours: zentral
orig: ausserhalb 	 correct: außerhalb ours: außerhalb
orig: Grüssen 	 correct: Grüßen ours: Grüßen
orig: Katolische 	 correct: Katholische ours: Katholische
orig: bestimmteten 	 correct: bestimmten ours: bestimmten
orig: besonderten 	 correct: besonderen ours: besonderen
orig: Junges 	 correct: junges ours: junges
orig: Jeder 	 correct: jeder ours: jeder
orig: seeliche 	 correct: seelische ours: seelische
orig: Gesunheit 	 correct: Gesundheit ours: Gesundheit
orig: aufgewachen 	 correct: aufgewachsen ours: aufgewachsen
orig: arbischen 	 correct: arabischen ours: arabischen
orig: beispiel 	 correct: Beispiel ours: Beispiel
orig: tansen 	 correct: tanzen ours: tanzen
orig: Kulteren 	 correct: Kulturen ours: Kulturen
orig: Bevolkerung 	 correct: Bevölkerung ours: Bevölkerung
orig: Anlaß 	 correct: Anlass ours: Anlass
orig: Kulturell 	 correct: kulturell ours: kulturell
orig: Freitags 	 correct: freitags ours: freitags
orig: eingene 	 correct: eigene ours: eigene
orig: vietnamesiche 	 correct: vietnamesische ours: vietnamesische
orig: Desto 	 correct: desto ours: desto
orig: Ausserdem 	 correct: Außerdem ours: Außerdem
orig: wohnunger 	 correct: Wohnungen ours: Wohnungen
orig: nähe 	 correct: Nähe ours: Nähe
orig: erstauntlich 	 correct: erstaunlich ours: erstaunlich
orig: Freundlichen 	 correct: freundlichen ours: freundlichen
orig: Turkei 	 correct: Türkei ours: Türkei
orig: Rückkerh 	 correct: Rückkehr ours: Rückkehr
orig: Grüsen 	 correct: Grüßen ours: Grüßen
orig: Instalbul 	 correct: Istanbul ours: Istanbul
orig: zeit 	 correct: Zeit ours: Zeit
orig: Istalbul 	 correct: Istanbul ours: Istanbul
orig: viele 	 correct: Viele ours: Viele
orig: dier 	 correct: dir ours: dir
orig: Rote 	 correct: rote ours: rote
orig: Blaue 	 correct: blaue ours: blaue
orig: Staadt 	 correct: Stadt ours: Stadt
orig: zuzammen 	 correct: zusammen ours: zusammen
orig: fotos 	 correct: Fotos ours: Fotos
orig: Velleicht 	 correct: Vielleicht ours: Vielleicht
orig: Glük 	 correct: Glück ours: Glück
orig: idee 	 correct: Idee ours: Idee
orig: Istanbub 	 correct: Istanbul ours: Istanbul
orig: museum 	 correct: Museum ours: Museum
orig: restaurants 	 correct: Restaurants ours: Restaurants
orig: Schocolade 	 correct: Schokolade ours: Schokolade
orig: Turkei 	 correct: Türkei ours: Türkei
orig: Brüfung 	 correct: Prüfung ours: Prüfung
orig: Syrian 	 correct: Syrien ours: Syrien
orig: in 	 correct: In ours: In
orig: istanbul 	 correct: Istanbul ours: Istanbul
orig: tante 	 correct: Tante ours: Tante
orig: woche 	 correct: Woche ours: Woche
orig: uhr 	 correct: Uhr ours: Uhr
orig: viele 	 correct: Viele ours: Viele
orig: Sammstag 	 correct: Samstag ours: Samstag
orig: ich 	 correct: Ich ours: Ich
orig: besuch 	 correct: Besuch ours: Besuch
orig: unde 	 correct: und ours: und
orig: jetz 	 correct: jetzt ours: jetzt
orig: uns 	 correct: Uns ours: Uns
orig: idee 	 correct: Idee ours: Idee
orig: parr 	 correct: paar ours: paar
orig: familie 	 correct: Familie ours: Familie
orig: jahr 	 correct: Jahr ours: Jahr
orig: Sömmer 	 correct: Sommer ours: Sommer
orig: bekomen 	 correct: bekommen ours: bekommen
orig: unz 	 correct: uns ours: uns
orig: besuch 	 correct: Besuch ours: Besuch
orig: ausflug 	 correct: Ausflug ours: Ausflug
orig: kontakt 	 correct: Kontakt ours: Kontakt
orig: Alles 	 correct: alles ours: alles
orig: passiet 	 correct: passiert ours: passiert
orig: ausflug 	 correct: Ausflug ours: Ausflug
orig: spaß 	 correct: Spaß ours: Spaß
orig: familie 	 correct: Familie ours: Familie
orig: fur 	 correct: für ours: für
orig: Früling 	 correct: Frühling ours: Frühling
orig: zusamen 	 correct: zusammen ours: zusammen
orig: Biro 	 correct: Büro ours: Büro
orig: jahr 	 correct: Jahr ours: Jahr
orig: habem 	 correct: haben ours: haben
orig: auto 	 correct: Auto ours: Auto
orig: lust 	 correct: Lust ours: Lust
orig: besuch 	 correct: Besuch ours: Besuch
orig: Jare 	 correct: Jahre ours: Jahre
orig: becommen 	 correct: bekommen ours: bekommen
orig: zeit 	 correct: Zeit ours: Zeit
orig: besuch 	 correct: Besuch ours: Besuch
orig: arbeit 	 correct: Arbeit ours: Arbeit
orig: bis 	 correct: Bis ours: Bis
orig: zeit 	 correct: Zeit ours: Zeit
orig: urlaub 	 correct: Urlaub ours: Urlaub
orig: famillie 	 correct: Familie ours: Familie
orig: meihne 	 correct: meine ours: meine
orig: geschenk 	 correct: Geschenk ours: Geschenk
orig: allergich 	 correct: allergisch ours: allergisch
orig: Uhrlaub 	 correct: Urlaub ours: Urlaub
orig: unbeding 	 correct: unbedingt ours: unbedingt
orig: necksten 	 correct: nächsten ours: nächsten
orig: jetz 	 correct: jetzt ours: jetzt
orig: geld 	 correct: Geld ours: Geld
orig: woche 	 correct: Woche ours: Woche
orig: Wir 	 correct: wir ours: wir
orig: Fammilie 	 correct: Familie ours: Familie
orig: zeit 	 correct: Zeit ours: Zeit
orig: geschenk 	 correct: Geschenk ours: Geschenk
orig: Fögel 	 correct: Vögel ours: Vögel
orig: ausbildung 	 correct: Ausbildung ours: Ausbildung
orig: Februa 	 correct: Februar ours: Februar
orig: angenem 	 correct: angenehm ours: angenehm
orig: vile 	 correct: viele ours: viele
orig: deschalb 	 correct: deshalb ours: deshalb
orig: freunde 	 correct: Freunde ours: Freunde
orig: eingentlich 	 correct: eigentlich ours: eigentlich
orig: erzehlt 	 correct: erzählt ours: erzählt
orig: entlich 	 correct: endlich ours: endlich
orig: Gramatik 	 correct: Grammatik ours: Grammatik
orig: interesiert 	 correct: interessiert ours: interessiert
orig: Naturlich 	 correct: Natürlich ours: Natürlich
orig: eingenem 	 correct: eigenem ours: eigenem
orig: moment 	 correct: Moment ours: Moment
orig: sorge 	 correct: Sorge ours: Sorge
orig: moment 	 correct: Moment ours: Moment
orig: genr 	 correct: gern ours: gern
orig: Februer 	 correct: Februar ours: Februar
orig: Gesund 	 correct: gesund ours: gesund
orig: bisshen 	 correct: bisschen ours: bisschen
orig: geseen 	 correct: gesehen ours: gesehen
orig: Schwecter 	 correct: Schwester ours: Schwester
orig: Brif 	 correct: Brief ours: Brief
orig: husky 	 correct: Husky ours: Husky
orig: dises 	 correct: dieses ours: dieses
orig: arbeit 	 correct: Arbeit ours: Arbeit
orig: einandem 	 correct: einander ours: einander
orig: Vatter 	 correct: Vater ours: Vater
orig: Schockolade 	 correct: Schokolade ours: Schokolade
orig: monat 	 correct: Monat ours: Monat
orig: zusamen 	 correct: zusammen ours: zusammen
orig: telefonniert 	 correct: telefoniert ours: telefoniert
orig: fur 	 correct: für ours: für
orig: sebst 	 correct: selbst ours: selbst
orig: dass 	 correct: das ours: das
orig: Für 	 correct: für ours: für
orig: Für 	 correct: für ours: für
orig: wenn 	 correct: Wenn ours: Wenn
orig: zeit 	 correct: Zeit ours: Zeit
orig: besuch 	 correct: Besuch ours: Besuch
orig: Famiele 	 correct: Familie ours: Familie
orig: Famiele 	 correct: Familie ours: Familie
orig: deshalb 	 correct: Deshalb ours: Deshalb
orig: ich 	 correct: Ich ours: Ich
orig: Heute 	 correct: heute ours: heute
orig: spresche 	 correct: spreche ours: spreche
orig: spaß 	 correct: Spaß ours: Spaß
orig: leute 	 correct: Leute ours: Leute
orig: gemutlich 	 correct: gemütlich ours: gemütlich
orig: Eingentlisch 	 correct: Eigentlich ours: Eigentlich
orig: regelmessig 	 correct: regelmäßig ours: regelmäßig
orig: was 	 correct: Was ours: Was
orig: frau 	 correct: Frau ours: Frau
orig: ehlich 	 correct: ehrlich ours: ehrlich
orig: bücher 	 correct: Bücher ours: Bücher
orig: fotos 	 correct: Fotos ours: Fotos
orig: vertig 	 correct: fertig ours: fertig
orig: bescheftig 	 correct: beschäftigt ours: beschäftigt
orig: ordnung 	 correct: Ordnung ours: Ordnung
orig: Elteren 	 correct: Eltern ours: Eltern
orig: familie 	 correct: Familie ours: Familie
orig: Sehr 	 correct: sehr ours: sehr
orig: Vielen 	 correct: vielen ours: vielen
orig: vielleicht 	 correct: Vielleicht ours: Vielleicht
orig: ich 	 correct: Ich ours: Ich
orig: probleme 	 correct: Probleme ours: Probleme
orig: interesse 	 correct: Interesse ours: Interesse
orig: deswegen 	 correct: Deswegen ours: Deswegen
orig: interesse 	 correct: Interesse ours: Interesse
orig: Für 	 correct: für ours: für
orig: familie 	 correct: Familie ours: Familie
orig: Meinem 	 correct: meinem ours: meinem
orig: Gesund 	 correct: gesund ours: gesund
orig: Freundlichen 	 correct: freundlichen ours: freundlichen
orig: beschäftig 	 correct: beschäftigt ours: beschäftigt
orig: ich 	 correct: Ich ours: Ich
orig: urlaub 	 correct: Urlaub ours: Urlaub
orig: grösster 	 correct: größter ours: größter
orig: Klingt 	 correct: klingt ours: klingt
orig: Veilleicht 	 correct: Vielleicht ours: Vielleicht
orig: Kannst 	 correct: kannst ours: kannst
orig: lust 	 correct: Lust ours: Lust
orig: Möchte 	 correct: möchte ours: möchte
orig: Kann 	 correct: kann ours: kann
orig: familie 	 correct: Familie ours: Familie
orig: august 	 correct: August ours: August
orig: familie 	 correct: Familie ours: Familie
orig: Breif 	 correct: Brief ours: Brief
orig: geschriben 	 correct: geschrieben ours: geschrieben
orig: ich 	 correct: Ich ours: Ich
orig: Prufung 	 correct: Prüfung ours: Prüfung
orig: letze 	 correct: letzte ours: letzte
orig: gelessen 	 correct: gelesen ours: gelesen
orig: brief 	 correct: Brief ours: Brief
orig: Für 	 correct: für ours: für
orig: arbeit 	 correct: Arbeit ours: Arbeit
orig: Darum 	 correct: darum ours: darum
orig: weis 	 correct: weiß ours: weiß
orig: brief 	 correct: Brief ours: Brief
orig: besuhen 	 correct: besuchen ours: besuchen
orig: grüße 	 correct: Grüße ours: Grüße
orig: Zait 	 correct: Zeit ours: Zeit
orig: woche 	 correct: Woche ours: Woche
orig: urlaub 	 correct: Urlaub ours: Urlaub
orig: brief 	 correct: Brief ours: Brief
orig: familie 	 correct: Familie ours: Familie
orig: Sehr 	 correct: sehr ours: sehr
